timestamp,open,high,low,close,volume
2025-02-16 11:27:22.015,97277.17,97277.17,97277.16,97277.16,3.0939
2025-02-16 11:27:24.024,97277.17,97277.17,97277.16,97277.16,3.0943
2025-02-16 11:27:26.017,97277.17,97277.17,97277.16,97277.16,3.09766
2025-02-16 11:27:28.025,97277.17,97277.17,97277.16,97277.16,3.1706
2025-02-16 11:27:30.015,97277.17,97277.17,97277.16,97277.16,3.30334
2025-02-16 11:27:32.016,97277.17,97277.17,97277.16,97277.16,3.30591
2025-02-16 11:27:34.014,97277.17,97277.17,97277.16,97277.16,3.33009
2025-02-16 11:27:36.017,97277.17,97277.17,97277.16,97277.16,3.33697
2025-02-16 11:27:38.020,97277.17,97277.17,97277.16,97277.16,3.34464
2025-02-16 11:27:40.030,97277.17,97277.17,97277.16,97277.16,3.34712
2025-02-16 11:27:42.026,97277.17,97277.17,97277.16,97277.16,3.35984
2025-02-16 11:27:46.043,97277.17,97277.17,97277.16,97277.17,3.36496
2025-02-16 11:27:48.024,97277.17,97277.17,97277.16,97277.16,3.36668
2025-02-16 11:27:50.037,97277.17,97277.17,97277.16,97277.16,3.36681
2025-02-16 11:27:52.021,97277.17,97277.17,97277.16,97277.17,3.42476
2025-02-16 11:27:54.015,97277.17,97277.17,97277.16,97277.16,3.42894
2025-02-16 11:27:56.021,97277.17,97277.17,97277.16,97277.17,3.43218
2025-02-16 11:27:58.021,97277.17,97277.17,97277.16,97277.16,3.43307
2025-02-16 11:28:00.019,97277.17,97277.17,97277.16,97277.16,3.44401
2025-02-16 11:28:00.019,97277.16,97277.16,97277.16,97277.16,0.0
2025-02-16 11:28:02.015,97277.16,97277.17,97277.16,97277.16,0.06747
2025-02-16 11:28:04.014,97277.16,97277.17,97277.16,97277.16,0.10823
2025-02-16 11:28:06.017,97277.16,97277.17,97277.16,97277.17,0.1152
2025-02-16 11:28:08.017,97277.16,97277.17,97277.16,97277.17,3.2226
2025-02-16 11:28:10.017,97277.16,97277.17,97277.16,97277.16,3.23496
2025-02-16 11:28:12.019,97277.16,97277.17,97277.16,97277.17,3.27605
2025-02-16 11:28:14.050,97277.16,97277.17,97277.16,97277.16,3.28154
2025-02-16 11:28:16.038,97277.16,97277.17,97277.16,97277.16,3.28293
2025-02-16 11:28:18.016,97277.16,97277.17,97277.16,97277.17,3.29928
2025-02-16 11:28:20.072,97277.16,97277.17,97277.16,97277.17,3.29971
2025-02-16 11:28:22.027,97277.16,97277.17,97277.16,97277.16,3.35392
2025-02-16 11:28:24.016,97277.16,97277.17,97277.16,97277.16,3.35684
2025-02-16 11:28:26.019,97277.16,97277.17,97277.16,97277.16,3.36095
2025-02-16 11:28:28.022,97277.16,97277.17,97277.16,97277.17,3.37916
2025-02-16 11:28:30.018,97277.16,97277.17,97277.16,97277.16,3.37943
2025-02-16 11:28:32.016,97277.16,97277.17,97277.16,97277.17,3.38234
2025-02-16 11:28:34.016,97277.16,97277.17,97277.16,97277.17,3.38639
2025-02-16 11:28:36.016,97277.16,97277.17,97277.16,97277.16,3.39976
2025-02-16 11:28:38.034,97277.16,97277.17,97277.16,97277.17,3.40156
2025-02-16 11:28:40.014,97277.16,97277.17,97277.16,97277.16,3.46393
2025-02-16 11:28:42.046,97277.16,97277.17,97277.16,97277.16,3.46476
2025-02-16 11:28:44.042,97277.16,97277.17,97277.16,97277.17,3.46652
2025-02-16 11:28:46.044,97277.16,97277.17,97277.16,97277.16,3.49961
2025-02-16 11:28:48.030,97277.16,97277.17,97277.16,97277.16,3.58304
2025-02-16 11:28:50.014,97277.16,97277.17,97277.16,97277.17,3.58627
2025-02-16 11:28:52.015,97277.16,97277.17,97277.16,97277.16,3.59045
2025-02-16 11:28:54.015,97277.16,97277.17,97277.16,97277.17,3.6155
2025-02-16 11:28:58.019,97277.16,97284.74,97277.16,97284.73,6.62032
2025-02-16 11:29:00.031,97277.16,97284.74,97277.16,97284.73,6.62604
2025-02-16 11:29:00.031,97284.73,97284.73,97284.73,97284.73,0.0
2025-02-16 11:29:02.018,97284.73,97284.73,97284.73,97284.73,0.01707
2025-02-16 11:29:04.020,97284.73,97284.74,97284.73,97284.73,0.03064
2025-02-16 11:29:06.021,97284.73,97284.74,97284.73,97284.73,0.03286
2025-02-16 11:29:24.016,97284.73,97284.74,97284.73,97284.73,0.66405
2025-02-16 11:29:26.022,97284.73,97284.74,97284.73,97284.73,0.66819
2025-02-16 11:29:30.017,97284.73,97284.74,97284.73,97284.73,0.67639
2025-02-16 11:41:12.020,97238.6,97238.61,97238.6,97238.6,0.53186
2025-02-16 11:41:14.017,97238.6,97238.61,97238.6,97238.6,0.57236
2025-02-16 11:41:16.017,97238.6,97238.61,97238.6,97238.6,1.14827
2025-02-16 11:41:18.024,97238.6,97238.61,97233.49,97233.49,1.36611
2025-02-16 11:41:20.015,97238.6,97238.61,97233.49,97233.49,1.37729
2025-02-16 11:41:22.016,97238.6,97238.61,97233.49,97233.49,1.38809
2025-02-16 11:41:24.017,97238.6,97238.61,97233.49,97233.5,1.39086
2025-02-16 11:41:26.037,97238.6,97238.61,97233.49,97233.49,1.5129
2025-02-16 11:41:28.014,97238.6,97238.61,97233.49,97233.5,1.55222
2025-02-16 11:41:30.027,97238.6,97238.61,97233.49,97233.49,1.56562
2025-02-16 11:41:32.017,97238.6,97238.61,97233.49,97233.49,1.60982
2025-02-16 11:41:34.019,97238.6,97238.61,97224.37,97224.37,2.07242
2025-02-16 11:41:36.037,97238.6,97238.61,97224.37,97224.37,2.08211
2025-02-16 11:41:38.015,97238.6,97238.61,97224.0,97224.01,2.4157
2025-02-16 11:41:40.018,97238.6,97238.61,97224.0,97224.01,2.52226
2025-02-16 11:41:42.018,97238.6,97238.61,97224.0,97224.0,2.67633
2025-02-16 11:41:44.021,97238.6,97238.61,97224.0,97224.0,2.67708
2025-02-16 11:41:46.015,97238.6,97238.61,97224.0,97224.0,2.68134
2025-02-16 11:41:48.026,97238.6,97238.61,97224.0,97224.01,2.85559
2025-02-16 11:41:50.032,97238.6,97238.61,97224.0,97224.01,3.01548
2025-02-16 11:41:52.022,97238.6,97238.61,97224.0,97224.01,3.034
2025-02-16 11:41:54.033,97238.6,97238.61,97224.0,97224.01,3.03522
