timestamp,open,high,low,close,volume
2025-02-17 12:12:00,96252.93000000,96262.73000000,96252.92000000,96262.73000000,5.67887000
2025-02-17 12:13:00,96262.72000000,96262.73000000,96244.49000000,96244.49000000,4.56060000
2025-02-17 12:14:00,96244.50000000,96251.08000000,96233.34000000,96233.35000000,13.75619000
2025-02-17 12:15:00,96233.34000000,96245.87000000,96213.61000000,96245.87000000,5.80375000
2025-02-17 12:16:00,96245.87000000,96280.00000000,96233.32000000,96280.00000000,4.28668000
2025-02-17 12:17:00,96280.00000000,96315.45000000,96271.35000000,96297.07000000,15.55354000
2025-02-17 12:18:00,96297.07000000,96323.49000000,96297.06000000,96316.01000000,4.42582000
2025-02-17 12:19:00,96316.02000000,96316.02000000,96316.01000000,96316.02000000,1.43986000
2025-02-17 12:20:00,96316.01000000,96316.02000000,96300.01000000,96314.59000000,3.37357000
2025-02-17 12:21:00,96314.60000000,96329.89000000,96314.59000000,96322.63000000,5.85704000
2025-02-17 12:22:00,96322.63000000,96344.79000000,96322.62000000,96344.79000000,12.04764000
2025-02-17 12:23:00,96344.78000000,96368.96000000,96344.78000000,96368.96000000,4.87233000
2025-02-17 12:24:00,96368.96000000,96368.96000000,96328.35000000,96328.35000000,6.67962000
2025-02-17 12:25:00,96328.35000000,96360.21000000,96313.59000000,96318.90000000,13.83335000
2025-02-17 12:26:00,96318.89000000,96318.90000000,96256.90000000,96256.91000000,38.34368000
2025-02-17 12:27:00,96256.91000000,96268.00000000,96225.37000000,96254.47000000,42.03308000
2025-02-17 12:28:00,96254.47000000,96254.47000000,96236.00000000,96251.15000000,37.37844000
2025-02-17 12:29:00,96251.15000000,96272.00000000,96251.14000000,96272.00000000,55.80436000
2025-02-17 12:30:00,96272.00000000,96310.00000000,96255.00000000,96271.99000000,98.91620000
2025-02-17 12:31:00,96271.99000000,96271.99000000,96217.80000000,96228.99000000,12.62545000
2025-02-17 12:32:00,96228.98000000,96255.87000000,96217.80000000,96225.09000000,6.33463000
2025-02-17 12:33:00,96225.09000000,96233.72000000,96200.00000000,96200.00000000,4.53097000
2025-02-17 12:34:00,96200.01000000,96245.32000000,96199.84000000,96245.32000000,4.48746000
2025-02-17 12:35:00,96245.32000000,96288.47000000,96239.51000000,96267.32000000,4.46447000
2025-02-17 12:36:00,96267.31000000,96276.00000000,96253.08000000,96253.08000000,4.57286000
2025-02-17 12:37:00,96253.08000000,96260.00000000,96243.40000000,96243.41000000,8.86156000
2025-02-17 12:38:00,96243.41000000,96253.10000000,96203.57000000,96247.44000000,5.13755000
2025-02-17 12:39:00,96247.43000000,96247.44000000,96234.01000000,96245.72000000,1.96300000
2025-02-17 12:40:00,96245.72000000,96330.84000000,96245.72000000,96330.84000000,5.29647000
2025-02-17 12:41:00,96330.83000000,96377.36000000,96330.83000000,96334.66000000,24.58037000
2025-02-17 12:42:00,96334.66000000,96340.86000000,96317.90000000,96317.90000000,11.27060000
2025-02-17 12:43:00,96317.91000000,96317.91000000,96310.01000000,96311.37000000,2.97874000
2025-02-17 12:44:00,96311.36000000,96311.37000000,96311.36000000,96311.37000000,0.68170000
2025-02-17 12:45:00,96311.37000000,96343.41000000,96311.36000000,96343.40000000,3.86624000
2025-02-17 12:46:00,96343.40000000,96382.35000000,96343.40000000,96382.35000000,7.68264000
2025-02-17 12:47:00,96382.34000000,96398.99000000,96371.54000000,96383.00000000,6.98668000
2025-02-17 12:48:00,96382.99000000,96383.00000000,96355.80000000,96382.12000000,7.21425000
2025-02-17 12:49:00,96382.12000000,96395.93000000,96363.00000000,96372.64000000,22.14635000
2025-02-17 12:50:00,96372.65000000,96398.97000000,96372.64000000,96381.56000000,4.95164000
2025-02-17 12:51:00,96381.56000000,96388.46000000,96341.90000000,96341.91000000,5.58436000
2025-02-17 12:52:00,96341.90000000,96349.08000000,96326.13000000,96336.51000000,16.42471000
2025-02-17 12:53:00,96336.51000000,96348.81000000,96336.50000000,96348.80000000,1.33009000
2025-02-17 12:54:00,96348.81000000,96348.81000000,96348.80000000,96348.80000000,0.77035000
2025-02-17 12:55:00,96348.81000000,96449.08000000,96348.80000000,96449.07000000,17.25605000
2025-02-17 12:56:00,96449.08000000,96480.00000000,96449.07000000,96479.99000000,4.02017000
2025-02-17 12:57:00,96479.99000000,96510.66000000,96479.99000000,96480.07000000,35.04313000
2025-02-17 12:58:00,96480.07000000,96489.72000000,96445.90000000,96445.90000000,22.73621000
2025-02-17 12:59:00,96445.90000000,96472.80000000,96424.16000000,96457.76000000,8.79750000
2025-02-17 13:00:00,96457.75000000,96482.35000000,96407.51000000,96428.49000000,16.25468000
2025-02-17 13:01:00,96428.50000000,96445.57000000,96395.20000000,96399.06000000,13.03274000
2025-02-17 13:02:00,96399.06000000,96438.89000000,96399.06000000,96438.88000000,5.09513000
2025-02-17 13:03:00,96438.88000000,96441.92000000,96412.00000000,96412.01000000,3.44446000
2025-02-17 13:04:00,96412.00000000,96412.01000000,96365.31000000,96365.32000000,3.45185000
2025-02-17 13:05:00,96365.31000000,96365.32000000,96325.69000000,96325.69000000,3.08376000
2025-02-17 13:06:00,96325.70000000,96325.70000000,96325.69000000,96325.69000000,1.25422000
2025-02-17 13:07:00,96325.69000000,96329.53000000,96310.76000000,96329.53000000,8.58624000
2025-02-17 13:08:00,96329.53000000,96355.00000000,96325.44000000,96333.94000000,9.48139000
2025-02-17 13:09:00,96333.95000000,96365.31000000,96333.95000000,96342.96000000,8.40204000
2025-02-17 13:10:00,96342.96000000,96350.65000000,96339.87000000,96339.87000000,4.46345000
2025-02-17 13:11:00,96339.87000000,96339.88000000,96308.01000000,96334.48000000,6.05101000
2025-02-17 13:12:00,96334.47000000,96377.36000000,96334.47000000,96377.35000000,5.57657000
2025-02-17 13:13:00,96377.36000000,96380.00000000,96367.40000000,96367.41000000,1.86067000
2025-02-17 13:14:00,96367.41000000,96367.41000000,96351.50000000,96351.51000000,2.36207000
2025-02-17 13:15:00,96351.51000000,96371.21000000,96327.30000000,96334.33000000,8.64806000
2025-02-17 13:16:00,96334.34000000,96334.34000000,96310.60000000,96310.61000000,6.28643000
2025-02-17 13:17:00,96310.60000000,96344.59000000,96310.60000000,96344.58000000,5.83082000
2025-02-17 13:18:00,96344.58000000,96344.58000000,96301.00000000,96301.01000000,5.18179000
2025-02-17 13:19:00,96301.01000000,96331.91000000,96301.00000000,96331.91000000,11.35937000
2025-02-17 13:20:00,96331.91000000,96370.95000000,96331.91000000,96370.94000000,11.56105000
2025-02-17 13:21:00,96370.94000000,96370.94000000,96357.47000000,96370.19000000,16.67736000
2025-02-17 13:22:00,96370.19000000,96426.54000000,96370.19000000,96426.53000000,38.01565000
2025-02-17 13:23:00,96426.53000000,96480.41000000,96426.53000000,96457.54000000,6.60191000
2025-02-17 13:24:00,96457.54000000,96457.55000000,96421.70000000,96421.71000000,3.40484000
2025-02-17 13:25:00,96421.70000000,96430.07000000,96401.57000000,96425.82000000,3.11704000
2025-02-17 13:26:00,96425.83000000,96425.83000000,96356.31000000,96356.31000000,5.58506000
2025-02-17 13:27:00,96356.32000000,96360.16000000,96318.41000000,96318.41000000,8.41426000
2025-02-17 13:28:00,96318.40000000,96318.41000000,96308.05000000,96308.05000000,1.51716000
2025-02-17 13:29:00,96308.05000000,96338.79000000,96308.05000000,96338.78000000,2.08213000
2025-02-17 13:30:00,96338.79000000,96347.60000000,96321.52000000,96347.60000000,7.56796000
2025-02-17 13:31:00,96347.59000000,96347.60000000,96326.55000000,96326.55000000,1.85548000
2025-02-17 13:32:00,96326.55000000,96326.56000000,96300.00000000,96300.01000000,4.66171000
2025-02-17 13:33:00,96300.00000000,96300.00000000,96278.00000000,96278.00000000,2.27615000
2025-02-17 13:34:00,96278.01000000,96278.01000000,96264.16000000,96271.47000000,3.46136000
2025-02-17 13:35:00,96271.48000000,96306.05000000,96253.90000000,96306.05000000,8.89294000
2025-02-17 13:36:00,96306.04000000,96321.68000000,96306.04000000,96321.68000000,1.50297000
2025-02-17 13:37:00,96321.68000000,96321.68000000,96315.95000000,96315.95000000,1.56819000
2025-02-17 13:38:00,96315.95000000,96325.52000000,96315.95000000,96325.52000000,2.50399000
2025-02-17 13:39:00,96325.51000000,96325.52000000,96325.51000000,96325.51000000,1.33602000
2025-02-17 13:40:00,96325.51000000,96325.52000000,96325.51000000,96325.51000000,0.72965000
2025-02-17 13:41:00,96325.52000000,96325.52000000,96291.42000000,96291.42000000,5.09097000
2025-02-17 13:42:00,96291.42000000,96320.00000000,96279.00000000,96319.99000000,5.85905000
2025-02-17 13:43:00,96320.00000000,96320.00000000,96279.06000000,96308.54000000,13.43560000
2025-02-17 13:44:00,96308.54000000,96356.52000000,96308.54000000,96356.52000000,5.86503000
2025-02-17 13:45:00,96356.51000000,96400.00000000,96356.51000000,96400.00000000,3.49905000
2025-02-17 13:46:00,96400.00000000,96400.00000000,96386.32000000,96386.33000000,3.29383000
2025-02-17 13:47:00,96386.33000000,96386.33000000,96370.36000000,96373.49000000,3.43228000
2025-02-17 13:48:00,96373.49000000,96377.33000000,96373.48000000,96377.33000000,0.98179000
2025-02-17 13:49:00,96377.33000000,96377.33000000,96341.98000000,96350.52000000,15.65185000
2025-02-17 13:50:00,96350.51000000,96356.66000000,96334.30000000,96334.30000000,3.71019000
2025-02-17 13:51:00,96334.31000000,96353.24000000,96334.30000000,96353.23000000,1.49646000
